age,income,employment_length,debt_to_income,credit_utilization,payment_history,number_of_accounts,loan_amount,loan_term,home_ownership,purpose,credit_score
67,42286.54738044304,3.12827135446982,16.399455027377865,91.92411081747045,7,3,25746.262131871583,48,MORTGAGE,HOME_IMPROVEMENT,0
57,58690.052921826114,4.147151428870208,54.10090291364998,78.53544012875395,4,6,16847.822800033387,12,RENT,EDUCATION,0
21,54804.11687892446,40.0,73.82535750041421,58.37526266217928,1,5,25886.172709569506,48,OWN,EDUCATION,1
19,75062.65649536486,5.166624632916472,34.38782607840196,77.7269746086328,10,4,13572.980838309528,12,RENT,EDUCATION,0
23,65798.39444361704,5.925181682779916,23.309053618657096,67.43790313668467,11,6,35800.14057179382,36,OWN,DEBT_CONSOLIDATION,0
59,69391.38051505813,3.3809994387615134,26.877031327125945,66.80638156206705,0,7,15722.724715571943,48,RENT,DEBT_CONSOLIDATION,0
21,56537.108012208744,2.1885694051898548,43.27712717691525,49.3690096936774,11,14,42779.41666540788,48,OWN,PERSONAL,0
46,22214.025395780194,8.381976346914314,32.57724407680052,60.550429735970305,6,4,20022.675243714275,60,RENT,DEBT_CONSOLIDATION,0
35,46086.02937706197,3.415314237380219,8.608530276134006,56.68485030834335,6,7,19709.595984138658,24,OWN,BUSINESS,0
43,71201.7947981733,26.19093959728137,11.02951290480838,24.57041704699253,8,7,16867.741464896346,36,MORTGAGE,PERSONAL,0
61,48969.54142950708,3.0543401788221165,60.02790567641956,77.30118435589159,5,11,15032.880268513638,36,RENT,PERSONAL,0
51,60061.807372474934,0.35211384319743183,5.328414653021906,43.55008378198979,5,9,35106.96920320035,36,MORTGAGE,PERSONAL,0
27,43625.033695077334,5.737617960041778,16.570181908979027,60.94678815515978,0,8,49165.47794907482,24,MORTGAGE,EDUCATION,0
53,29403.7630291631,0.23882107054162524,55.1457503242073,56.24469727857797,10,8,24783.441790060413,60,OWN,HOME_IMPROVEMENT,0
31,47533.11871907779,1.4417554602087939,28.892489688224423,63.85834154827076,1,11,23450.44669458308,36,OWN,PERSONAL,0
48,56180.94886065308,2.1827533790405833,56.10290657350552,96.0666739610526,2,4,23345.864359365965,60,RENT,EDUCATION,0
65,36886.245610771126,6.725447043616314,35.542991416145384,31.200476602828235,11,6,60860.62266138467,12,OWN,DEBT_CONSOLIDATION,0
32,45285.77510286663,3.408424880745789,18.9889259398188,61.885007489856584,11,7,2448.8072155254667,36,RENT,DEBT_CONSOLIDATION,0
25,31210.735160280346,0.14532116905119782,26.94747259164234,41.783255227287334,0,5,34002.22832312018,48,OWN,DEBT_CONSOLIDATION,0
31,72384.89835128191,4.7966416670215075,8.901101885065065,30.203131043091624,9,5,15142.430080633378,36,OWN,HOME_IMPROVEMENT,0
40,44110.88484823932,2.650350052663695,32.39421848621256,21.16254295454479,4,6,47095.17144784254,48,RENT,DEBT_CONSOLIDATION,0
57,79055.11090252367,12.744635163806542,33.33110652185757,42.38312981388814,12,8,43228.91036979426,12,OWN,BUSINESS,0
38,80574.95701081817,3.4613609288002105,1.4236240564774714,54.43634515592295,9,9,43588.08732514589,36,RENT,HOME_IMPROVEMENT,0
33,48379.080705565124,6.171733031573163,10.551527574498621,58.796692303060894,7,9,24595.09867970414,36,RENT,BUSINESS,0
62,29831.025349053005,1.2350587980821546,4.867749814565534,68.15482882148898,5,8,22852.233232453946,24,MORTGAGE,EDUCATION,0
35,10000.0,7.155905622565709,40.590137244527504,38.978428849608484,7,7,9453.022698573945,48,OWN,DEBT_CONSOLIDATION,0
64,20559.25853946417,6.381916662549685,49.47093216955747,66.06041197168044,7,6,32613.445140639342,48,OWN,HOME_IMPROVEMENT,0
41,22523.3035020268,11.721292902851337,12.20911738401469,61.697653316172385,8,5,18080.072620955863,12,OWN,PERSONAL,0
43,77569.39254923009,0.17203412955639602,0.8565174386253177,23.115082219791,7,10,5197.055814081865,12,RENT,DEBT_CONSOLIDATION,0
42,52316.49174453892,2.9665155412352324,36.57533377821481,57.79054060473815,4,4,5431.592349286628,36,RENT,HOME_IMPROVEMENT,0
62,57792.090481839754,5.683991968802905,30.12083481223279,25.03036077060134,5,7,30612.473169714416,60,OWN,PERSONAL,0
58,10000.0,0.5000072837236194,46.99850503138131,47.71573241409583,5,10,1000.0,24,RENT,DEBT_CONSOLIDATION,0
46,26040.671415654768,2.6432855459626587,21.307268907470633,33.86831675148805,8,12,36737.348479291795,12,MORTGAGE,DEBT_CONSOLIDATION,0
32,67741.59552892574,14.249215536904556,28.50281654329639,57.3520486313329,5,8,25053.0563525433,48,RENT,BUSINESS,0
62,55735.48224765172,2.862924416634085,12.09885890550906,2.6775623085653213,2,8,27943.940345816845,12,RENT,DEBT_CONSOLIDATION,0
18,47055.894426288054,21.135307198059113,54.06624292853617,14.651730899950163,3,9,23505.758977010213,36,MORTGAGE,HOME_IMPROVEMENT,0
42,61296.84717200245,0.2925917198756004,52.903829897916275,58.12516704077926,9,10,11776.121312731459,60,MORTGAGE,EDUCATION,0
24,82715.9561227163,6.326223797248485,56.59897486055057,49.25035248822929,2,7,1000.0,60,RENT,BUSINESS,0
26,45579.15072925899,4.349615549033349,22.321064213921446,82.79485457865344,7,8,47811.35724424412,12,RENT,PERSONAL,0
41,51387.39605316139,3.471135588732505,30.393081277443667,55.58885587920162,6,13,10031.080802961444,24,MORTGAGE,PERSONAL,0
18,53851.9383746261,17.676056136386503,3.923079554779993,60.615371703556384,12,7,29347.239452127702,48,MORTGAGE,PERSONAL,0
61,97842.19270547986,0.6943015476651883,19.291706600718108,46.709614378403764,7,6,1000.0,36,MORTGAGE,DEBT_CONSOLIDATION,0
25,10000.0,11.316771499501748,10.672595986618227,41.1691495040945,5,8,27119.25860326824,60,MORTGAGE,PERSONAL,0
41,63664.46029577616,5.87596167237397,30.088934538520412,60.790819605757996,10,4,21403.463322874955,12,OWN,BUSINESS,0
28,47703.95502481873,1.4987467725465586,39.549791795591005,48.150857386806,2,10,49290.70148076389,12,MORTGAGE,BUSINESS,0
68,61335.434523683594,11.597087107240663,37.25076345941063,55.84377186630153,4,6,12272.995086807161,60,RENT,DEBT_CONSOLIDATION,0
34,36852.54892010551,2.8044134819094952,34.59924521938173,58.767365061613134,2,5,35933.80421953845,24,MORTGAGE,HOME_IMPROVEMENT,0
25,49020.69938283099,8.416157733491522,34.80301152650873,74.50495200672921,9,7,43138.45753109381,60,MORTGAGE,DEBT_CONSOLIDATION,0
52,64228.2115893099,2.46195394696397,36.93708189814393,40.25405596032468,12,11,8012.239525657544,36,RENT,DEBT_CONSOLIDATION,0
52,112258.20402087682,9.516724176753751,30.37906840217618,67.54134574916318,4,8,3369.584210964673,12,OWN,PERSONAL,0
50,66160.72378804143,5.061656270187144,18.897772771557285,58.21953536357039,8,12,50253.63463373977,48,RENT,BUSINESS,0
22,33038.68803938983,0.7602032334736935,10.79866837652988,32.15642654411948,4,7,25369.03704532848,36,MORTGAGE,DEBT_CONSOLIDATION,0
59,41524.80635954594,5.244300986060237,35.13307073199907,73.90060446571874,5,9,23352.332507081286,36,MORTGAGE,EDUCATION,0
56,40931.71783232292,1.0619130592142063,8.426063965932764,26.331420937015064,6,8,43492.786108335014,24,MORTGAGE,BUSINESS,0
58,14087.1365473997,2.65448377263038,37.019214786401164,13.081979986672202,12,1,33697.71597693817,48,RENT,PERSONAL,0
45,43398.196165971254,0.9334288361206793,48.66749431512049,53.31969227686132,11,8,37518.030093286594,48,MORTGAGE,EDUCATION,0
24,64656.5816364349,0.11131043635162177,16.600359315792502,45.89606894691291,0,9,33654.921397665246,12,OWN,BUSINESS,0
26,24515.3576184641,1.1905660700978684,34.30792728106474,59.307768532431446,7,9,17363.27939930284,12,MORTGAGE,EDUCATION,0
25,70969.65302101185,3.8433641180854634,51.71282481265398,76.45534693487278,1,12,40484.92748494147,12,OWN,DEBT_CONSOLIDATION,0
29,59755.49642168677,3.2846642156955856,5.47920609497154,37.08205344542372,7,5,32747.7162066225,48,RENT,PERSONAL,0
51,35315.333560579245,3.480729315950618,17.234038222678734,51.49161307456803,10,8,21847.5828994885,12,RENT,EDUCATION,0
50,47169.40725324305,1.4230132832604019,13.933579809830638,27.278301278684914,3,6,18556.530115715723,12,MORTGAGE,HOME_IMPROVEMENT,0
65,81966.43615282066,5.7784725956286795,21.64906854974616,40.17229844154902,0,6,21627.049883609925,12,RENT,PERSONAL,0
40,64670.95627011731,6.091428514917707,36.46212174396626,19.731400812045337,12,7,40148.714451076565,12,MORTGAGE,PERSONAL,0
41,50175.67309796296,2.2155843029863074,43.51491837311797,27.719184403444103,6,3,25819.858390674843,48,RENT,DEBT_CONSOLIDATION,0
54,45246.333660780314,10.650310616122852,4.972893644200458,45.592782293591014,12,4,27929.81642394207,36,OWN,PERSONAL,0
52,51532.18140903319,5.164448827625537,26.623308286103605,49.93920501332385,8,4,19506.07984539392,24,OWN,DEBT_CONSOLIDATION,0
61,39764.728841153934,6.242049600890266,4.994985200519083,38.073589895685835,8,8,21854.540330540218,36,MORTGAGE,PERSONAL,0
57,10000.0,1.6240815833567153,64.01895921263198,25.891330830033716,3,9,32191.617816996164,48,MORTGAGE,BUSINESS,0
39,90843.55821069461,0.0030591114033711453,63.637088367271346,12.551243636716025,11,10,44458.77711223933,36,OWN,DEBT_CONSOLIDATION,0
44,53106.49998398803,10.026333451176988,21.43839453001913,65.97749081654763,7,13,36108.73584739896,24,RENT,HOME_IMPROVEMENT,0
52,57962.94530245074,8.641793792063186,7.602614429175899,89.93932003613237,6,11,44475.75043560265,24,MORTGAGE,BUSINESS,0
18,48841.84500246183,0.6573355552760709,19.637924632295604,46.322328331779694,3,7,46956.6981681725,12,OWN,HOME_IMPROVEMENT,0
52,35297.66398550824,2.3428643460064915,6.543419917928017,39.024597018268345,7,6,22213.868505876573,12,RENT,PERSONAL,0
54,46281.510381024586,5.41378291273565,29.590041130552287,57.157073952282666,0,7,38164.11675757823,48,OWN,BUSINESS,0
64,18012.104756113775,5.279357025916936,27.437042542670902,82.89044280161323,8,7,23047.02090785638,12,OWN,EDUCATION,0
31,95541.7299610661,9.843091920386115,41.42453051288115,73.97958214777537,11,8,36719.12094479893,36,RENT,EDUCATION,0
20,25309.76003155208,0.7556737710720254,16.49225795078439,39.921427704427416,3,9,1000.0,36,MORTGAGE,PERSONAL,0
18,29360.67432305641,2.810066090499231,15.801093370574874,64.25032414231039,0,5,27052.452920712054,24,OWN,HOME_IMPROVEMENT,0
22,41194.815912271995,0.5114064064401553,16.26406138415958,22.703399373573447,12,9,8197.193791948841,60,RENT,EDUCATION,0
43,75761.51449704755,2.468165073509006,15.026398344328399,34.56067461716099,11,8,26978.677955488638,60,MORTGAGE,PERSONAL,0
31,50290.17998525308,0.07611362787415168,30.317071631343577,37.48417893354038,11,2,41707.263637349904,36,OWN,PERSONAL,0
56,25277.284079390753,11.427315822425875,38.018079916733036,40.02698495987354,8,5,1000.0,48,OWN,HOME_IMPROVEMENT,0
44,75086.76721514679,3.7437645568381726,36.21587041010365,29.80501458629834,1,5,4467.021565105137,36,RENT,PERSONAL,0
26,64620.012535709626,9.479012958559068,46.43499265641717,27.984304173496643,1,8,36418.813275081426,36,MORTGAGE,EDUCATION,0
32,60768.699144329046,0.30887013472785485,32.74650080236311,71.39971252004092,11,3,15236.293285276077,48,OWN,BUSINESS,0
32,64314.68482341681,1.290345228776935,22.187829277868214,17.616625282614002,10,11,5443.541477073417,48,MORTGAGE,EDUCATION,0
43,97887.23801164902,1.5013379964191196,57.44814075466462,66.47392205043266,1,14,1000.0,60,MORTGAGE,BUSINESS,0
59,93701.89790072225,2.444435991279484,35.953736600634684,14.555632078764136,7,4,42980.76545066386,36,MORTGAGE,BUSINESS,0
30,36265.6931399341,8.119367337457094,6.450865757235967,74.02691542367526,5,5,30995.238081406053,24,RENT,BUSINESS,0
68,82477.69985622304,2.4433467649576985,48.0893447597654,62.70827903753538,7,5,16782.053145915364,48,RENT,HOME_IMPROVEMENT,0
49,57663.363795178004,1.1448872375027188,7.74419823209073,44.22459283357513,11,8,43490.85050116967,12,RENT,DEBT_CONSOLIDATION,0
56,59981.91632275499,0.3359916649886186,15.532521307096314,68.9407966024774,2,11,32718.224414546923,48,OWN,EDUCATION,0
66,16154.583367133426,0.41414657019614914,43.19086153526871,34.29564521568944,8,6,29370.963304260622,60,RENT,HOME_IMPROVEMENT,0
69,46592.28469223608,7.136565332452646,23.397455249659874,68.62719935105102,2,7,25393.862611885448,36,OWN,EDUCATION,0
49,33743.5281932687,2.942161285589371,12.825805133719593,33.33929884740542,3,10,27376.763624819643,60,RENT,PERSONAL,0
21,66561.17629786619,6.476442101836657,19.137214150345933,32.677080619674456,1,13,6388.446645343331,60,RENT,BUSINESS,0
47,71421.6100080561,5.733036013442138,45.61021246871043,76.63141747660852,1,7,23596.09494085378,48,MORTGAGE,BUSINESS,0
54,10000.0,0.7272244540248403,15.350339215436465,75.51907968984469,8,13,1000.0,12,RENT,EDUCATION,0
40,49559.302719914594,0.7709330184841225,18.955971090696572,54.537754805923534,1,5,26732.28808737343,24,OWN,HOME_IMPROVEMENT,0
56,72437.23009588504,7.039470125454846,69.3662498865679,30.34741887210567,5,7,24503.94718714715,60,OWN,HOME_IMPROVEMENT,0
62,46266.4207537311,6.387527926074297,23.24364942712385,36.831209194944364,4,7,22098.49840117106,48,MORTGAGE,EDUCATION,0
32,64581.27290004729,2.3743232594725723,15.914359987946277,36.456253113302864,9,7,39708.759151373655,60,RENT,DEBT_CONSOLIDATION,0
60,57023.309352541684,0.402918196139383,64.8321912213149,53.18348461666286,2,13,33066.48913655847,12,OWN,PERSONAL,0
46,56833.20463905253,0.0608589920076328,36.23894196535201,15.038847361623048,9,10,38662.390623593696,12,OWN,PERSONAL,0
53,44573.70043863405,1.6994891325336452,50.664291354957626,35.75955170123674,5,10,22732.977410201693,12,OWN,EDUCATION,1
30,25668.38391728581,0.04632531013295883,24.114785358865408,52.49093045080415,2,15,22206.540434012044,24,MORTGAGE,BUSINESS,0
49,27569.39705149945,1.307295408519312,33.95262645749334,53.134567225234655,12,9,21455.932434468217,36,MORTGAGE,DEBT_CONSOLIDATION,0
24,64187.050289106344,2.71933376486101,58.2005898871244,66.43605421270381,8,7,27102.951222745916,12,OWN,BUSINESS,0
68,50389.16511037766,0.6472174563771111,46.4290379387025,19.585678589369806,5,8,21223.593356186724,24,RENT,BUSINESS,0
39,47229.755107855504,0.5506245582311974,36.78910956722172,69.17412714734033,4,9,30179.340112783244,36,MORTGAGE,DEBT_CONSOLIDATION,0
45,41522.19915355295,11.33789681547679,18.669292310883396,47.94792179726923,6,14,15758.88921713583,36,OWN,PERSONAL,0
19,43896.22309038496,4.403050003413705,26.73519028441754,29.781227897236505,5,12,28115.52677353367,48,MORTGAGE,DEBT_CONSOLIDATION,0
59,70938.23588976279,13.625144135583886,38.62086829375599,36.409925165244125,11,10,33053.45049363314,48,OWN,DEBT_CONSOLIDATION,0
62,43295.11836263946,2.121910791178358,18.803113600500225,52.782504696813305,10,9,53881.043745179355,48,OWN,HOME_IMPROVEMENT,0
23,23178.705733968625,5.652758894234027,18.319476368560636,44.914987029324884,8,10,50645.556173435456,12,RENT,PERSONAL,0
45,64873.035510803464,1.1451270442513173,43.66694426094643,53.94142649094429,12,7,17602.14087493268,60,OWN,DEBT_CONSOLIDATION,0
45,45902.466722705656,4.816129751896957,43.536926597052314,47.18529264943633,6,7,20393.79460033189,48,OWN,HOME_IMPROVEMENT,0
61,50627.91731065553,0.6939300413264649,25.776242640781582,37.73874161218217,0,7,21696.24795047892,24,RENT,DEBT_CONSOLIDATION,0
61,82151.56612799021,0.010414033565366115,14.766234920535732,67.26828892857534,11,5,13060.748389879114,60,RENT,HOME_IMPROVEMENT,0
37,49588.788852989856,13.406929478338608,52.07605775088151,54.63387583602351,3,9,18489.326553175884,48,RENT,DEBT_CONSOLIDATION,0
47,55783.67346237451,4.047218340354747,34.72944906115965,57.68554790774064,4,10,26450.735499884326,24,OWN,DEBT_CONSOLIDATION,0
28,26421.530174033494,13.082416647029682,14.295568065103653,48.97589088430369,10,4,44717.40329680573,48,RENT,PERSONAL,0
45,45606.610952980795,2.0310633650915153,68.18836931070543,44.56671763640896,12,14,63028.142350966096,24,OWN,BUSINESS,0
42,62190.52090417202,1.9858931982987698,41.05963099154229,39.534764003966366,1,10,14596.825256154474,48,RENT,HOME_IMPROVEMENT,0
56,18892.525323175152,2.5595894484650508,14.675487359717836,50.00314916282937,3,7,1000.0,60,OWN,PERSONAL,0
50,54016.90186231419,6.121574612894839,15.820957347262423,59.81555162639693,0,10,21776.291422495884,36,RENT,PERSONAL,0
18,52015.821452896125,4.171349535050644,17.11427473982283,42.78788782282058,8,10,27587.56701448002,12,MORTGAGE,HOME_IMPROVEMENT,0
44,50825.74911174879,12.975052459539844,33.59150690672405,55.22383133806051,3,8,15986.784562451994,36,MORTGAGE,EDUCATION,0
69,70743.17797316486,0.1288505827503495,16.442704117606155,67.17154789720088,8,7,29835.695215587988,12,MORTGAGE,DEBT_CONSOLIDATION,0
30,56688.770296970426,6.158363612013678,35.00409645064159,68.4395054989503,2,6,13000.339046002247,60,MORTGAGE,DEBT_CONSOLIDATION,0
58,79561.43796712888,2.0048338742338383,35.75761740410064,23.62721233718502,4,9,21267.222648912466,12,MORTGAGE,BUSINESS,0
20,30128.209688119277,0.9936796028466652,12.982921498521327,46.36895067198639,5,6,29834.277318094257,12,RENT,PERSONAL,0
56,52718.49134436696,3.5707880344641008,22.456996298157193,80.79785816557037,4,14,26893.306021376422,12,RENT,HOME_IMPROVEMENT,0
23,51689.33572779895,3.5166319082274944,19.952988888660013,38.52998443152263,1,4,7157.377201069685,36,OWN,PERSONAL,0
25,28614.910124898397,0.7367668372855469,24.609639547160477,58.39343461431174,9,8,22101.00981155211,36,OWN,PERSONAL,0
44,69125.90004182691,1.1275821727113333,12.850064149749324,44.97454869158829,7,9,15092.314198954218,24,OWN,BUSINESS,0
26,96493.46611705635,2.6226341648030527,17.49116326656291,53.58754596174846,0,8,39838.06438714062,36,MORTGAGE,PERSONAL,0
54,49659.87851032338,2.628101066551854,13.629168064479295,55.87572698052432,0,8,39387.58327892657,24,RENT,PERSONAL,0
50,60100.42176547534,1.9103897090376287,29.053278441175923,32.60282007263207,3,10,50370.36389873668,36,RENT,HOME_IMPROVEMENT,0
68,51690.36951630654,0.8040440306689717,23.489334469866886,42.466999230669714,7,10,20485.78490263631,48,OWN,EDUCATION,0
59,35728.306601856486,0.021916358076782636,53.82274910032761,47.749957842237656,5,10,28163.365326782092,48,RENT,DEBT_CONSOLIDATION,0
61,13584.794443959676,17.572120848711748,52.254993051173905,50.92263226607956,7,17,30189.113299298,48,MORTGAGE,DEBT_CONSOLIDATION,1
41,35884.5303380927,14.367505036819317,29.026312704267816,77.50846450400502,9,7,49039.945813337064,60,MORTGAGE,PERSONAL,0
32,22160.832380965374,3.3048559160218325,42.15760217870418,52.8667692924443,5,11,48568.92673363512,36,RENT,BUSINESS,0
